ID,DisplayType,ItemDisplayInfoID,DefaultIconFileDataID,UiOrder,PlayerConditionID
433,11,9381,133057,43300,0
434,11,25595,132404,43400,0
435,11,20089,135311,43500,0
436,11,9117,133045,43600,0
437,11,9122,135466,43700,0
438,11,7464,135127,43800,0
439,3,8267,135006,43900,0
440,3,3082,132624,44000,0
441,3,4597,132723,44100,0
442,11,5165,135325,44200,0
443,6,16553,132539,44300,0
444,9,30832,133754,44400,0
445,8,2193,132952,44500,0
446,5,14309,134591,44600,0
447,3,14013,135020,44700,0
448,4,16947,132515,44800,0
449,6,14846,132539,44900,0
450,7,17024,132606,45000,0
451,9,27673,133760,45100,0
452,8,17077,132952,45200,0
453,5,16658,134588,45300,0
454,3,14978,135009,45400,0
455,11,19775,133052,45500,0
456,11,20173,135274,45600,0
457,11,19226,135423,45700,0
458,11,20092,135276,45800,0
459,11,19533,133053,45900,0
460,11,20421,135146,46000,0
461,11,8486,135419,46100,0
462,11,19306,132409,46200,0
463,11,22239,135128,46300,0
464,11,5534,133489,46400,0
465,11,20395,135154,46500,0
466,13,21551,135940,46600,0
467,13,18456,134955,46700,0
468,6,16856,132579,46800,0
469,3,12671,132654,46900,0
470,11,20078,135326,47000,0
471,11,2807,132397,47100,0
472,11,63370,135323,47200,0
473,11,20272,136163,47300,0
474,11,19743,133729,47400,0
475,11,28470,135140,47500,0
476,0,15508,133071,47600,0
477,11,26586,135356,47700,0
478,11,3889,132395,47800,0
479,11,3797,132409,47900,0
480,8,1795,132938,48000,0
481,11,18289,135165,48100,0
482,3,8678,132628,48200,0
483,6,11269,132535,48300,0
484,11,2382,133476,48400,0
485,11,19304,132408,48500,0
486,3,16667,132658,48600,0
487,5,3826,134586,48700,0
488,11,21460,135162,48800,0
489,11,8581,133046,48900,0
490,11,15467,133041,49000,0
491,11,5289,135125,49100,0
492,11,5166,135327,49200,0
493,11,19997,135323,49300,0
494,4,3254,132495,49400,0
495,6,233,132535,49500,0
496,7,2219,132602,49600,0
497,9,70705,133760,49700,0
498,8,976,132938,49800,0
499,5,687,134583,49900,0
500,3,977,132624,50000,0
501,9,15121,133765,50100,0
502,1,6914,135038,50200,0
503,9,15074,133764,50300,0
504,9,15181,133768,50400,0
505,6,7578,132543,50500,0
506,8,2213,132952,50600,0
507,5,1818,134589,50700,0
508,1,16786,135040,50800,0
509,3,1817,135025,50900,0
510,6,3757,132539,51000,0
511,9,23138,133768,51100,0
512,8,2300,132952,51200,0
513,5,2299,134591,51300,0
514,1,9999,135040,51400,0
515,3,5783,135023,51500,0
516,6,15450,132579,51600,0
517,9,27549,133766,51700,0
518,8,3052,132952,51800,0
519,5,2629,134582,51900,0
520,1,5094,135040,52000,0
521,4,2849,132512,52100,0
522,6,16990,132592,52200,0
523,7,2561,132607,52300,0
524,8,972,132939,52400,0
525,5,704,134706,52500,0
526,3,14197,132760,52600,0
527,4,4859,132513,52700,0
528,6,3715,132540,52800,0
529,7,17015,132601,52900,0
530,8,17066,132952,53000,0
531,5,5605,134589,53100,0
532,1,12916,135039,53200,0
533,3,16895,132724,53300,0
534,4,4590,132513,53400,0
535,6,945,132543,53500,0
536,7,2118,132600,53600,0
537,9,23040,133758,53700,0
538,8,3992,132952,53800,0
539,5,683,134589,53900,0
540,1,14205,135039,54000,0
541,3,13181,132725,54100,0
542,11,20037,135276,54200,0
543,11,19245,135423,54300,0
544,11,20413,135145,54400,0
545,11,19534,133053,54500,0
546,11,1556,135274,54600,0
547,11,20183,135276,54700,0
548,11,19535,133052,54800,0
549,11,1766,135274,54900,0
550,11,20385,135145,55000,0
551,11,6794,133485,55100,0
552,11,19292,132409,55200,0
553,11,19784,133046,55300,0
554,11,8587,133046,55400,0
555,11,19369,132414,55500,0
556,11,15591,135325,55600,0
557,11,4129,135276,55700,0
558,11,20361,135145,55800,0
559,5,16844,134586,55900,0
560,4,7746,132493,56000,0
561,7,10016,132603,56100,0
562,4,3247,132515,56200,0
563,7,2178,132601,56300,0
564,4,3253,132512,56400,0
565,7,3704,132607,56500,0
566,7,13617,132606,56600,0
567,4,14853,132495,56700,0
568,7,11582,132603,56800,0
569,7,2980,132606,56900,0
570,11,1593,135274,57000,0
571,11,7485,135325,57100,0
572,11,1596,133040,57200,0
573,11,1597,133040,57300,0
574,11,2701,132392,57400,0
575,11,1201,135145,57500,0
576,11,3297,132392,57600,0
577,11,7494,134520,57700,0
578,11,1839,133476,57800,0
579,11,2698,135651,57900,0
580,11,2781,135340,58000,0
581,11,5218,133481,58100,0
582,11,19276,132402,58200,0
583,11,20415,135155,58300,0
584,5,8420,134582,58400,0
585,9,23067,133763,58500,0
586,11,20418,135150,58600,0
587,5,4312,134582,58700,0
588,11,20471,135660,58800,0
589,11,20399,135641,58900,0
590,11,5040,135325,59000,0
591,11,8565,133052,59100,0
592,8,14843,132938,59200,0
593,8,4255,132955,59300,0
594,11,8279,135325,59400,0
595,6,3334,132535,59500,0
596,13,1684,134955,59600,0
597,11,1515,133718,59700,0
598,13,1685,134955,59800,0
599,8,3846,132939,59900,0
600,7,16901,132606,60000,0
601,11,20179,135326,60100,0
602,11,8590,133053,60200,0
603,8,12813,132938,60300,0
604,13,3127,134948,60400,0
605,3,2982,132741,60500,0
606,11,20191,135272,60600,0
607,11,1627,135274,60700,0
608,13,1706,134950,60800,0
609,11,20638,135313,60900,0
610,8,15497,132956,61000,0
611,11,5533,133481,61100,0
612,15,179725,133731,61200,0
613,11,19127,132407,61300,0
614,3,16670,132663,61400,0
615,11,20356,135155,61500,0
616,11,20251,135278,61600,0
617,11,20120,135325,61700,0
618,11,20373,135163,61800,0
619,11,5176,135313,61900,0
620,11,19255,132408,62000,0
621,7,1965,132602,62100,0
622,11,20088,135317,62200,0
623,13,18650,134321,62300,0
624,11,105589,135130,62400,0
625,11,22096,135353,62500,0
626,11,22115,132394,62600,0
627,11,8593,133046,62700,0
628,11,22119,133052,62800,0
629,11,19281,132417,62900,0
630,11,22145,135147,63000,0
631,7,11905,132609,63100,0
632,6,8354,132542,63200,0
633,3,12699,132645,63300,0
634,11,5161,135321,63400,0
635,8,17054,132939,63500,0
636,6,11447,132535,63600,0
637,13,18399,134962,63700,0
638,3,1330,132722,63800,0
639,11,20379,135147,63900,0
640,11,19220,132397,64000,0
641,11,8474,135419,64100,0
642,11,1758,133057,64200,0
643,13,1755,134955,64300,0
644,13,1757,134955,64400,0
645,11,8478,132410,64500,0
646,11,20175,135274,64600,0
647,11,19532,133053,64700,0
648,9,22991,133756,64800,0
649,11,19650,133052,64900,0
650,11,20212,135357,65000,0
651,11,19203,132402,65100,0
652,11,20431,135152,65200,0
653,3,16868,132760,65300,0
654,11,20363,135141,65400,0
655,11,19134,132395,65500,0
656,11,20168,135324,65600,0
657,11,28578,135468,65700,0
658,11,20157,135321,65800,0
659,11,19637,133048,65900,0
660,11,19400,132402,66000,0
661,11,20152,135311,66100,0
662,3,2250,132760,66200,0
663,11,6455,133723,66300,0
664,11,184630,135637,66400,0
665,11,2704,135641,66500,0
666,12,168951,135617,66600,0
667,12,168953,135618,66700,0
668,12,168952,135615,66800,0
669,2,10005,135018,66900,0
670,3,1967,132760,67000,0
671,3,12674,132663,67100,0
672,3,13929,132725,67200,0
673,3,16654,132674,67300,0
674,6,16045,132543,67400,0
675,8,11981,132952,67500,0
676,5,8969,134582,67600,0
677,3,16575,135029,67700,0
678,4,4102,132515,67800,0
679,6,5598,132540,67900,0
680,7,11414,132611,68000,0
681,8,8449,132952,68100,0
682,5,7834,134590,68200,0
683,3,8417,135010,68300,0
684,13,18662,134955,68400,0
685,11,22075,135274,68500,0
686,11,20438,135139,68600,0
687,11,19204,132410,68700,0
688,11,2705,135637,68800,0
689,11,2717,135641,68900,0
690,11,22135,135650,69000,0
691,11,2706,135637,69100,0
692,3,989,132724,69200,0
693,4,4592,132513,69300,0
694,6,2355,132541,69400,0
695,7,3602,132603,69500,0
696,8,2358,132955,69600,0
697,5,691,134589,69700,0
698,11,4788,135325,69800,0
699,4,2985,132493,69900,0
700,6,2986,132535,70000,0
701,7,2987,132602,70100,0
702,8,2988,132938,70200,0
703,5,2989,134583,70300,0
704,6,5459,132543,70400,0
705,8,2609,132957,70500,0
706,5,2610,134587,70600,0
707,3,2645,135006,70700,0
708,11,20291,135302,70800,0
709,11,20312,135311,70900,0
710,5,685,134583,71000,0
711,8,17178,132955,71100,0
712,6,11470,132537,71200,0
713,11,2707,135641,71300,0
714,4,68842,443327,71400,0
715,4,66330,350646,71500,0
716,11,8534,135424,71600,0
717,11,1926,135145,71700,0
718,11,1927,135145,71800,0
719,11,1928,135271,71900,0
720,11,184632,135274,72000,0
721,11,1930,135277,72100,0
722,11,3092,135273,72200,0
723,11,1022,133041,72300,0
724,11,7427,132392,72400,0
725,11,1938,135613,72500,0
726,11,3940,133043,72600,0
727,11,184633,133974,72700,0
728,11,7443,133964,72800,0
729,11,6531,134714,72900,0
730,11,6535,134719,73000,0
731,11,6532,134717,73100,0
732,11,6534,134719,73200,0
733,11,7463,133974,73300,0
734,11,3375,132417,73400,0
735,11,20038,135321,73500,0
736,11,20153,135351,73600,0
737,11,22137,135640,73700,0
738,11,22142,135302,73800,0
739,11,22139,135342,73900,0
740,13,2552,134955,74000,0
741,13,18656,134955,74100,0
742,13,2553,134955,74200,0
743,13,17884,134955,74300,0
744,13,18670,134955,74400,0
745,13,18486,134955,74500,0
746,13,18665,134949,74600,0
747,11,20451,135641,74700,0
748,13,18485,134955,74800,0
749,13,18729,134949,74900,0
750,13,18484,134955,75000,0
751,11,2738,135641,75100,0
752,11,20470,135650,75200,0
753,11,20372,135468,75300,0
754,11,22219,135562,75400,0
755,8,6901,132939,75500,0
756,3,16671,132666,75600,0
757,6,4272,132539,75700,0
758,5,8152,134592,75800,0
759,3,4270,135020,75900,0
760,11,20598,135651,76000,0
761,11,20345,135638,76100,0
762,5,65301,350651,76200,0
763,5,66888,366995,76300,0
764,9,70704,133753,76400,0
765,9,15042,133756,76500,0
766,11,19729,133489,76600,0
767,11,3447,135316,76700,0
768,0,15506,133073,76800,0
769,11,8687,133041,76900,0
770,11,5221,133729,77000,0
771,11,4995,135148,77100,0
772,11,19623,133053,77200,0
773,11,8470,132408,77300,0
774,11,5170,135321,77400,0
775,1,8807,135039,77500,0
776,11,8472,132410,77600,0
777,11,20341,135644,77700,0
778,11,20213,135357,77800,0
779,11,20346,135168,77900,0
780,3,16114,132626,78000,0
781,6,13318,132543,78100,0
782,5,3173,134581,78200,0
783,1,3169,135049,78300,0
784,11,20370,135143,78400,0
785,11,20211,135357,78500,0
786,4,10616,132494,78600,0
787,9,70662,133762,78700,0
788,11,19305,132406,78800,0
789,3,19037,132677,78900,0
790,11,19389,132393,79000,0
791,3,9502,132724,79100,0
792,6,17163,132540,79200,0
793,6,5853,132539,79300,0
794,9,22998,133150,79400,0
795,3,6026,132760,79500,0
796,8,5406,132939,79600,0
797,3,5655,132725,79700,0
798,6,4956,132539,79800,0
799,3,9521,132718,79900,0
800,7,17172,132606,80000,0
801,11,2776,133052,80100,0
802,13,18730,134955,80200,0
803,3,9171,135011,80300,0
804,5,14159,134586,80400,0
805,6,7949,132543,80500,0
806,8,13503,132957,80600,0
807,3,16871,132719,80700,0
808,4,16187,132492,80800,0
809,5,18478,134706,80900,0
810,6,16387,132592,81000,0
811,7,16371,132601,81100,0
812,8,16388,132952,81200,0
813,13,18672,134950,81300,0
814,3,954,132624,81400,0
815,6,3533,132535,81500,0
816,7,2230,132604,81600,0
817,3,1511,132624,81700,0
818,8,6955,132938,81800,0
819,3,2968,132747,81900,0
820,5,2969,134583,82000,0
821,4,2970,132492,82100,0
822,6,4028,132535,82200,0
823,7,6821,132606,82300,0
824,8,3979,132938,82400,0
825,3,8642,132748,82500,0
826,4,6853,132492,82600,0
827,5,2976,134583,82700,0
828,6,18692,132535,82800,0
829,7,6855,132602,82900,0
830,8,6856,132938,83000,0
831,3,2663,135018,83100,0
832,5,1863,134590,83200,0
833,6,1861,132539,83300,0
834,8,3212,132952,83400,0
835,3,16769,135021,83500,0
836,5,7592,134588,83600,0
837,6,8418,132539,83700,0
838,8,10376,132952,83800,0
839,13,18749,134949,83900,0
840,13,18733,134952,84000,0
841,13,18732,134949,84100,0
842,13,18772,134952,84200,0
843,3,8367,132725,84300,0
844,4,8396,132492,84400,0
845,5,8416,134586,84500,0
846,6,8369,132542,84600,0
847,7,10464,132601,84700,0
848,8,11554,132959,84800,0
849,3,8331,132646,84900,0
850,4,7748,132505,85000,0
851,5,5680,134589,85100,0
852,6,14295,132542,85200,0
853,7,13015,132602,85300,0
854,8,1657,132939,85400,0
855,11,8512,132402,85500,0
856,11,19601,133481,85600,0
857,11,22112,132401,85700,0
858,11,12992,135434,85800,0
859,11,22121,133053,85900,0
860,11,22136,135641,86000,0
861,11,1768,135145,86100,0
862,12,8104,135493,86200,0
863,12,20723,135490,86300,0
864,12,20722,135499,86400,0
865,12,20714,135489,86500,0
866,12,168954,135610,86600,0
867,12,168955,135611,86700,0
868,12,168956,135613,86800,0
869,14,184634,132382,86900,0
870,14,184635,132384,87000,0
871,11,12284,135275,87100,0
872,11,22084,135327,87200,0
873,11,7590,135419,87300,0
874,11,22216,135576,87400,0
875,11,6795,133486,87500,0
876,11,22133,133040,87600,0
877,11,22141,135651,87700,0
878,11,22150,135469,87800,0
879,11,22098,135313,87900,0
880,11,22105,132392,88000,0
881,11,22111,135424,88100,0
882,11,22120,133487,88200,0
883,11,22134,133054,88300,0
884,11,22140,135341,88400,0
885,11,20389,135151,88500,0
886,5,2922,134583,88600,0
887,4,3121,132498,88700,0
888,11,15430,135162,88800,0
889,12,10671,135531,88900,0
890,11,2466,133041,89000,0
891,11,7442,133041,89100,0
892,11,2469,135145,89200,0
893,11,6488,133941,89300,0
894,8,4485,132941,89400,0
895,11,6555,135124,89500,0
896,3,16666,132643,89600,0
897,11,20590,135651,89700,0
898,3,10708,135009,89800,0
899,6,15682,132543,89900,0
900,6,66337,349114,90000,0
901,3,12687,132659,90100,0
902,2,10840,135029,90200,0
903,2,10705,135030,90300,0
904,2,10667,135023,90400,0
905,3,7811,132715,90500,0
906,2,10861,135024,90600,0
907,3,10849,132680,90700,0
908,6,5380,132543,90800,0
909,9,39075,133762,90900,0
910,3,12669,132654,91000,0
911,3,22033,132664,91100,0
912,2,10798,135025,91200,0
913,3,12704,132674,91300,0
914,3,12661,132665,91400,0
915,3,16614,132679,91500,0
916,3,12655,132679,91600,0
917,3,12701,132645,91700,0
918,3,12654,132681,91800,0
919,3,12702,132673,91900,0
920,0,178253,133756,92000,0
921,0,178252,133132,92100,0
922,0,11275,133072,92200,0
923,0,188833,132767,92300,0
925,11,20473,135637,92500,0
926,9,15066,133768,92600,0
927,9,15046,133754,92700,0
928,11,20441,134298,92800,0
929,4,13165,132495,92900,0
930,5,24717,134583,93000,0
931,11,18494,132795,93100,0
932,11,24594,132791,93200,0
933,11,24595,132800,93300,0
934,11,7454,133941,93400,0
935,11,7456,133938,93500,0
936,11,6560,133941,93600,0
937,11,6549,133941,93700,0
938,11,184636,134249,93800,0
939,11,6581,134249,93900,0
940,11,6530,0,94000,0
941,11,6529,0,94100,0
942,11,7457,0,94200,0
943,0,178251,133118,94300,0
944,11,20117,135276,94400,0
945,11,20383,135651,94500,0
946,11,2708,135641,94600,0
947,12,2786,135493,94700,0
948,12,168957,135612,94800,0
949,12,2787,135493,94900,0
950,12,20712,135490,95000,0
951,12,168958,135610,95100,0
952,12,20671,135491,95200,0
953,12,168959,135610,95300,0
954,12,20668,135493,95400,0
955,12,168960,135610,95500,0
956,11,20534,135644,95600,0
957,3,21114,132689,95700,0
958,11,5188,135280,95800,0
959,9,23084,133756,95900,0
960,11,5122,132418,96000,0
961,11,7479,136040,96100,0
962,11,1160,133491,96200,0
963,11,8465,132417,96300,0
964,11,19669,133482,96400,0
965,3,65092,443352,96500,0
966,5,1963,134582,96600,0
967,11,6443,135641,96700,0
968,11,19633,133052,96800,0
969,11,20091,135355,96900,0
970,11,19236,132397,97000,0
971,12,6235,135500,97100,0
972,12,20552,135497,97200,0
973,11,8463,132417,97300,0
974,11,4805,135327,97400,0
975,11,5198,133483,97500,0
976,11,19929,132408,97600,0
977,4,23529,132491,97700,0
978,5,13095,134583,97800,0
979,7,4331,132602,97900,0
980,7,17518,132602,98000,0
981,4,19499,132492,98100,0
982,3,22458,132738,98200,0
983,5,4333,134583,98300,0
984,3,4407,132630,98400,0
985,7,19677,132606,98500,0
986,3,4412,132631,98600,0
987,3,9695,132750,98700,0
988,11,20151,135324,98800,0
989,11,2428,132405,98900,0
990,15,179726,135466,99000,0
991,11,18575,133714,99100,0
992,3,2967,132624,99200,0
993,4,15837,132490,99300,0
994,13,2916,134955,99400,0
995,9,23099,133758,99500,0
996,12,8107,135490,99600,0
997,12,184631,135612,99700,0
998,9,46483,133763,99800,0
999,11,8513,135419,99900,0
1000,11,20605,135651,100000,0
1001,6,2928,132535,100100,0
1002,4,4297,132493,100200,0
1003,11,20320,135652,100300,0
1004,1,16828,135036,100400,0
1005,11,19664,133039,100500,0
1006,13,2934,134948,100600,0
1007,11,20359,135654,100700,0
1008,11,3007,132938,100800,0
1009,15,179727,134335,100900,0
1010,15,179728,134336,101000,0
1011,6,4314,132541,101100,0
1012,11,20378,135152,101200,0
1013,9,23077,133757,101300,0
1014,5,14615,134588,101400,0
1015,0,16545,133132,101500,0
1016,3,14499,132647,101600,0
1017,5,8263,134590,101700,0
1018,6,14525,132543,101800,0
1019,8,14497,132955,101900,0
1020,3,17093,135013,102000,0
1021,5,17160,134586,102100,0
1022,6,16980,132543,102200,0
1023,8,17053,132952,102300,0
1024,3,22677,132624,102400,0
1025,5,7193,134583,102500,0
1026,6,10559,132589,102600,0
1027,8,10790,132962,102700,0
1028,3,5866,132647,102800,0
1029,5,7950,134590,102900,0
1030,6,5868,132543,103000,0
1031,8,14528,132955,103100,0
1032,3,13702,132760,103200,0
1033,5,10450,134706,103300,0
1034,6,8086,132592,103400,0
1035,8,8087,132939,103500,0
1036,8,1407,132939,103600,0
1037,3,14549,132649,103700,0
1038,5,4765,134581,103800,0
1039,6,4614,132539,103900,0
1040,8,16789,132952,104000,0
1041,3,9739,132724,104100,0
1042,5,10220,134582,104200,0
1043,6,8443,132539,104300,0
1044,8,9587,132952,104400,0
1045,3,12295,132628,104500,0
1046,5,25768,134582,104600,0
1047,6,12087,132588,104700,0
1048,8,12296,132944,104800,0
1049,3,1995,132724,104900,0
1050,0,10998,133126,105000,0
1051,9,23027,134367,105100,0
1052,3,12682,132679,105200,0
1053,0,178151,133117,105300,0
1054,12,3187,135499,105400,0
1055,5,16534,134582,105500,0
1056,12,168962,135612,105600,0
1057,12,168963,135612,105700,0
1058,12,168964,135612,105800,0
1059,12,20675,135490,105900,0
1060,12,20670,135489,106000,0
1061,12,5392,135500,106100,0
1062,12,20653,135500,106200,0
1063,12,20672,135491,106300,0
1064,12,168965,135610,106400,0
1065,12,168966,135614,106500,0
1066,12,168967,135610,106600,0
1067,6,25778,132588,106700,0
1068,8,11522,132945,106800,0
1069,5,11525,134583,106900,0
1070,3,25780,132628,107000,0
1071,3,3293,132624,107100,0
1072,3,4596,132723,107200,0
1073,5,7647,134587,107300,0
1074,6,9081,132542,107400,0
1075,8,10303,132955,107500,0
1076,6,8268,132541,107600,0
