ID,ItemID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum
271,1415,0,403,0,9
272,1416,0,388,0,9
273,1417,0,404,0,9
274,1418,0,405,0,9
275,1419,0,406,0,9
276,1420,0,407,0,9
277,1421,0,373,0,9
278,1422,0,408,0,9
279,1423,0,409,0,9
280,1425,0,410,0,9
281,1427,0,411,0,9
282,1429,0,412,0,9
283,1430,0,413,0,9
284,1431,0,414,0,9
285,1433,0,415,0,9
286,1436,0,416,0,5
287,1438,0,417,0,9
288,1440,0,418,0,4
289,1445,0,419,0,9
290,1446,0,420,0,4
291,1448,0,421,0,4
292,1454,0,422,0,4
293,1455,0,423,0,4
294,1457,0,424,0,4
295,1458,0,425,0,4
296,1459,0,426,0,4
297,1460,0,427,0,5
298,1461,0,428,0,4
299,1465,0,429,0,4
300,1469,0,430,0,4
301,1473,0,431,0,4
302,1479,0,432,0,9
303,1480,0,433,0,5
304,1481,0,434,0,4
305,1482,0,435,0,4
306,1483,0,436,0,4
307,1484,0,437,0,4
308,1485,0,438,0,9
309,1486,0,439,0,4
310,1488,0,440,0,4
311,1489,0,441,0,4
312,1493,0,442,0,4
313,1495,0,443,0,9
314,1497,0,444,0,9
315,1498,0,445,0,9
316,1499,0,446,0,9
317,1501,0,447,0,9
318,1502,0,448,0,9
319,1503,0,449,0,9
320,1504,0,450,0,9
321,1505,0,451,0,9
322,1506,0,452,0,9
323,1507,0,453,0,9
324,1509,0,454,0,9
325,1510,0,455,0,9
326,1511,0,456,0,9
327,1512,0,457,0,9
328,1513,0,458,0,9
329,1514,0,459,0,9
330,1515,0,460,0,9
331,1516,0,461,0,9
332,1521,0,462,0,4
333,1522,0,463,0,4
334,1523,0,464,0,4
335,1539,0,465,0,4
336,1547,0,466,0,5
337,1557,0,467,0,2
338,1560,0,468,0,4
339,1561,0,469,0,5
340,1566,0,470,0,5
341,1602,0,471,0,4
342,1604,0,472,0,5
343,1607,0,473,0,4
344,1608,0,474,0,4
345,1613,0,475,0,4
346,1624,0,476,0,4
347,1625,0,477,0,4
348,1639,0,478,0,4
349,1640,0,479,0,4
350,1659,0,480,0,4
351,1664,0,481,0,4
352,1677,0,482,0,4
353,1678,0,483,0,4
354,1679,0,484,0,4
355,1680,0,485,0,4
356,1715,0,482,0,4
357,1716,0,486,0,4
358,1717,0,440,0,4
359,1718,0,487,0,4
360,1720,0,488,0,4
361,1721,0,489,0,4
362,1722,0,490,0,4
363,1726,0,491,0,4
364,1727,0,492,0,4
365,1728,0,493,0,4
366,1730,0,494,0,9
367,1731,0,495,0,9
368,1732,0,496,0,9
369,1733,0,497,0,9
370,1734,0,498,0,9
371,1735,0,499,0,9
372,1737,0,500,0,9
373,1738,0,494,0,9
374,1739,0,495,0,9
375,1740,0,496,0,9
376,1741,0,501,0,9
377,1742,0,498,0,9
378,1743,0,499,0,9
379,1744,0,502,0,9
380,1745,0,500,0,9
381,1746,0,494,0,9
382,1747,0,495,0,9
383,1748,0,496,0,9
384,1749,0,503,0,9
385,1750,0,498,0,9
386,1751,0,499,0,9
387,1752,0,502,0,9
388,1753,0,500,0,9
389,1754,0,494,0,9
390,1755,0,495,0,9
391,1756,0,496,0,9
392,1757,0,504,0,9
393,1758,0,498,0,9
394,1759,0,499,0,9
395,1760,0,502,0,9
396,1761,0,500,0,9
397,1764,0,505,0,9
398,1766,0,412,0,9
399,1767,0,506,0,9
400,1768,0,507,0,9
401,1769,0,508,0,9
402,1770,0,509,0,9
403,1772,0,510,0,9
404,1774,0,511,0,9
405,1775,0,512,0,9
406,1776,0,513,0,9
407,1777,0,514,0,9
408,1778,0,515,0,9
409,1780,0,516,0,9
410,1782,0,517,0,9
411,1783,0,518,0,9
412,1784,0,519,0,9
413,1785,0,520,0,9
414,1786,0,28524,0,9
415,1787,0,521,0,9
416,1788,0,522,0,9
417,1789,0,523,0,9
418,1790,0,451,0,9
419,1791,0,524,0,9
420,1792,0,525,0,9
421,1793,0,286,0,9
422,1794,0,526,0,9
423,1795,0,527,0,9
424,1796,0,528,0,9
425,1797,0,529,0,9
426,1798,0,373,0,9
427,1799,0,530,0,9
428,1800,0,531,0,9
429,1801,0,532,0,9
430,1802,0,533,0,9
431,1803,0,534,0,9
432,1804,0,535,0,9
433,1805,0,536,0,9
434,1806,0,537,0,9
435,1807,0,538,0,9
436,1808,0,539,0,9
437,1809,0,540,0,9
438,1810,0,541,0,9
439,1811,0,542,0,9
440,1812,0,543,0,9
441,1813,0,544,0,9
442,1814,0,545,0,9
443,1815,0,156,0,9
444,1816,0,388,0,9
445,1817,0,546,0,9
446,1818,0,547,0,9
447,1819,0,224,0,9
448,1820,0,548,0,9
449,1821,0,549,0,9
450,1822,0,550,0,9
451,1823,0,551,0,9
452,1824,0,552,0,9
453,1825,0,553,0,9
454,1826,0,554,0,9
455,1827,0,360,0,9
456,1828,0,555,0,9
457,1829,0,556,0,9
458,1830,0,557,0,9
459,1831,0,558,0,9
460,1832,0,559,0,5
461,1835,0,560,0,9
462,1836,0,561,0,9
463,1839,0,562,0,9
464,1840,0,563,0,9
465,1843,0,564,0,9
466,1844,0,565,0,9
467,1845,0,494,0,9
468,1846,0,566,0,9
469,1849,0,567,0,9
470,1850,0,568,0,9
471,1852,0,569,0,9
472,1853,0,247,0,9
473,1893,0,224,0,5
474,1895,0,389,0,9
475,1896,0,570,0,9
476,1897,0,571,0,9
477,1899,0,309,0,9
478,1900,0,260,0,9
479,1901,0,393,0,9
480,1902,0,572,0,9
481,1903,0,573,0,9
482,1904,0,388,0,9
483,1905,0,574,0,9
484,1906,0,326,0,9
485,1907,0,575,0,9
486,1908,0,155,0,9
487,1909,0,576,0,9
488,1910,0,224,0,9
489,1911,0,577,0,9
490,1913,0,578,0,9
491,1917,0,579,0,4
492,1925,0,580,0,4
493,1926,0,581,0,4
494,1927,0,582,0,4
495,1928,0,583,0,4
496,1929,0,584,0,1
497,1930,0,585,0,4
498,1933,0,586,0,4
499,1934,0,587,0,1
500,1935,0,588,0,4
501,1936,0,589,0,4
502,1937,0,590,0,1
503,1938,0,591,0,4
504,1943,0,257,0,4
505,1944,0,592,0,4
506,1945,0,593,0,4
507,1951,0,594,0,4
508,1955,0,595,0,4
509,1957,0,596,0,9
510,1958,0,597,0,4
511,1959,0,224,0,1
512,1961,0,598,0,9
513,1965,0,599,0,9
514,1974,0,600,0,4
515,1975,0,601,0,4
516,1976,0,602,0,4
517,1978,0,603,0,4
518,1979,0,604,0,4
519,1981,0,605,0,4
520,1982,0,606,0,4
521,1983,0,607,0,9
522,1984,0,337,0,9
523,1985,0,608,0,9
524,1986,0,609,0,5
525,1988,0,610,0,4
526,1990,0,611,0,4
527,1991,0,332,0,4
528,1992,0,612,0,5
529,1994,0,613,0,4
530,1997,0,614,0,4
531,1998,0,615,0,4
532,2000,0,616,0,5
533,2011,0,617,0,4
534,2013,0,618,0,4
535,2014,0,619,0,4
536,2015,0,620,0,4
537,2016,0,292,0,4
538,2017,0,621,0,4
539,2018,0,622,0,5
540,2020,0,285,0,4
541,2021,0,623,0,4
542,2023,0,624,0,9
543,2024,0,625,0,9
544,2025,0,626,0,9
545,2026,0,627,0,9
546,2027,0,556,0,9
547,2028,0,628,0,9
548,2029,0,629,0,9
549,2030,0,630,0,9
550,2032,0,631,0,5
551,2033,0,632,0,5
552,2034,0,633,0,4
553,2035,0,634,0,4
554,2036,0,635,0,5
555,2037,0,636,0,5
556,2040,0,637,0,4
557,2041,0,638,0,5
558,2042,0,639,0,5
559,2044,0,640,0,5
560,2046,0,307,0,4
561,2047,0,641,0,9
562,2048,0,642,0,9
563,2051,0,643,0,9
564,2052,0,643,0,9
565,2053,0,644,0,9
566,2054,0,645,0,9
567,2055,0,572,0,9
568,2056,0,642,0,9
569,2057,0,646,0,9
570,2058,0,647,0,4
571,2059,0,648,0,4
572,2064,0,649,0,9
573,2065,0,650,0,9
574,2066,0,651,0,9
575,2067,0,652,0,9
576,2069,0,653,0,9
577,2072,0,654,0,4
578,2073,0,655,0,4
579,2074,0,656,0,5
580,2075,0,581,0,4
581,2077,0,657,0,4
582,2078,0,658,0,4
583,2079,0,659,0,4
584,2080,0,660,0,4
585,2081,0,326,0,9
586,2084,0,661,0,4
587,2087,0,662,0,4
588,2088,0,663,0,4
589,2089,0,664,0,5
590,2092,0,665,0,9
591,2098,0,666,0,4
592,2099,0,667,0,4
593,2100,0,668,0,4
594,2105,0,669,0,5
595,2108,0,670,0,9
596,2109,0,500,0,9
597,2110,0,671,0,9
598,2112,0,672,0,9
599,2114,0,673,0,9
600,2117,0,674,0,9
601,2119,0,675,0,9
602,2120,0,676,0,9
603,2121,0,677,0,9
604,2122,0,678,0,9
605,2123,0,679,0,9
606,2124,0,680,0,9
607,2125,0,681,0,9
608,2126,0,682,0,9
609,2127,0,683,0,9
610,2129,0,684,0,9
611,2130,0,395,0,9
612,2131,0,685,0,9
613,2132,0,686,0,9
614,2134,0,687,0,9
615,2137,0,688,0,9
616,2138,0,689,0,9
617,2139,0,690,0,9
618,2140,0,691,0,4
619,2141,0,692,0,9
620,2142,0,693,0,9
621,2143,0,694,0,9
622,2144,0,695,0,9
623,2145,0,696,0,9
624,2146,0,697,0,9
625,2147,0,698,0,9
626,2148,0,699,0,9
627,2149,0,700,0,9
628,2150,0,701,0,9
629,2151,0,702,0,9
630,2152,0,703,0,9
631,2153,0,482,0,9
632,2156,0,704,0,9
633,2158,0,705,0,9
634,2159,0,706,0,9
635,2160,0,707,0,9
636,2163,0,708,0,4
637,2164,0,709,0,4
638,2165,0,373,0,9
639,2166,0,710,0,4
640,2167,0,711,0,4
641,2168,0,712,0,1
642,2169,0,713,0,1
643,2172,0,714,0,9
644,2173,0,715,0,9
645,2175,0,716,0,4
646,2176,0,717,0,9
647,2177,0,718,0,9
648,2178,0,719,0,9
649,2179,0,720,0,9
650,2180,0,721,0,9
651,2181,0,722,0,9
652,2182,0,723,0,9
653,2183,0,724,0,9
654,2184,0,665,0,9
655,2186,0,235,0,9
656,2189,0,725,0,9
657,2194,0,726,0,4
658,2195,0,665,0,9
659,2196,0,727,0,9
660,2197,0,728,0,9
661,2198,0,729,0,9
662,2199,0,730,0,9
663,2200,0,731,0,9
664,2201,0,732,0,9
665,2202,0,733,0,9
666,2203,0,734,0,4
667,2204,0,735,0,4
668,2205,0,736,0,4
669,2207,0,737,0,9
670,2208,0,738,0,9
671,2209,0,739,0,9
672,2210,0,740,0,4
673,2211,0,741,0,4
674,2212,0,742,0,4
675,2213,0,643,0,4
676,2214,0,743,0,4
677,2215,0,744,0,4
678,2216,0,745,0,4
679,2217,0,746,0,4
680,2218,0,747,0,5
681,2219,0,748,0,4
682,2220,0,749,0,4
683,2221,0,750,0,4
684,2222,0,608,0,4
685,2224,0,751,0,9
686,2225,0,752,0,9
687,2226,0,753,0,4
688,2227,0,754,0,4
689,2230,0,755,0,5
690,2231,0,756,0,5
691,2232,0,757,0,4
692,2233,0,758,0,4
693,2234,0,759,0,4
694,2235,0,760,0,4
695,2236,0,761,0,4
696,2237,0,762,0,2
697,2238,0,763,0,2
698,2240,0,764,0,9
699,2241,0,765,0,4
700,2243,0,766,0,4
701,2244,0,767,0,4
702,2245,0,768,0,4
703,2249,0,356,0,5
704,2254,0,769,0,4
705,2256,0,770,0,4
706,2257,0,771,0,9
707,2258,0,320,0,9
708,2259,0,772,0,9
709,2260,0,773,0,9
710,2263,0,774,0,5
711,2264,0,775,0,4
712,2265,0,776,0,4
713,2266,0,777,0,4
714,2267,0,261,0,4
715,2268,0,778,0,9
716,2271,0,779,0,4
717,2273,0,780,0,4
718,2274,0,211,0,4
719,2276,0,781,0,4
720,2277,0,782,0,4
721,2278,0,783,0,4
722,2280,0,784,0,4
723,2281,0,776,0,4
724,2282,0,785,0,9
725,2283,0,786,0,4
726,2284,0,787,0,4
727,2291,0,788,0,4
728,2292,0,789,0,4
729,2299,0,790,0,4
730,2300,0,791,0,8
731,2302,0,252,0,9
732,2303,0,254,0,9
733,2307,0,792,0,8
734,2308,0,537,0,8
735,2309,0,793,0,8
736,2310,0,794,0,8
737,2311,0,795,0,8
738,2312,0,796,0,8
739,2314,0,797,0,8
740,2315,0,798,0,8
741,2316,0,764,0,8
742,2317,0,799,0,8
743,2326,0,329,0,9
744,2327,0,800,0,9
745,2361,0,801,0,9
746,2362,0,802,0,9
747,2364,0,803,0,9
748,2366,0,804,0,9
749,2367,0,805,0,9
750,2369,0,806,0,9
751,2370,0,807,0,9
752,2371,0,808,0,9
753,2372,0,809,0,9
754,2373,0,810,0,9
755,2374,0,811,0,9
756,2375,0,812,0,9
757,2376,0,813,0,9
758,2379,0,500,0,9
759,2380,0,494,0,9
760,2381,0,499,0,9
761,2383,0,495,0,9
762,2384,0,496,0,9
763,2385,0,498,0,9
764,2386,0,814,0,9
765,2387,0,494,0,9
766,2388,0,710,0,9
767,2389,0,815,0,9
768,2390,0,816,0,9
769,2391,0,421,0,9
770,2392,0,817,0,9
771,2393,0,494,0,9
772,2394,0,499,0,9
773,2395,0,495,0,9
774,2396,0,496,0,9
775,2397,0,818,0,9
776,2398,0,292,0,9
777,2399,0,494,0,9
778,2400,0,710,0,9
779,2401,0,815,0,9
780,2402,0,816,0,9
781,2403,0,421,0,9
782,2410,0,326,0,9
783,2417,0,819,0,9
784,2418,0,820,0,9
785,2419,0,821,0,9
786,2420,0,822,0,9
787,2421,0,823,0,9
788,2422,0,824,0,9
789,2423,0,825,0,9
790,2424,0,826,0,9
791,2425,0,827,0,9
792,2426,0,828,0,9
793,2427,0,829,0,9
794,2428,0,830,0,9
795,2429,0,831,0,9
796,2431,0,832,0,9
797,2432,0,833,0,9
798,2434,0,834,0,9
799,2435,0,835,0,9
800,2437,0,836,0,9
801,2438,0,837,0,9
802,2440,0,838,0,9
803,2445,0,839,0,9
804,2446,0,840,0,9
805,2448,0,841,0,9
806,2451,0,842,0,9
807,2463,0,843,0,9
808,2464,0,844,0,9
809,2465,0,845,0,9
810,2467,0,846,0,9
811,2468,0,847,0,9
812,2469,0,848,0,9
813,2470,0,849,0,9
814,2471,0,850,0,9
815,2472,0,851,0,9
816,2473,0,852,0,9
817,2474,0,853,0,9
818,2475,0,854,0,9
819,2479,0,855,0,9
820,2480,0,856,0,9
821,2488,0,154,0,9
822,2489,0,607,0,9
823,2490,0,388,0,9
824,2491,0,857,0,9
825,2492,0,858,0,9
826,2493,0,859,0,9
827,2494,0,860,0,9
828,2495,0,861,0,9
829,2504,0,862,0,9
830,2505,0,863,0,9
831,2506,0,864,0,9
832,2507,0,865,0,9
833,2508,0,866,0,9
834,2509,0,867,0,9
835,2510,0,866,0,9
836,2511,0,868,0,9
837,2512,0,869,0,9
838,2515,0,869,0,9
839,2516,0,870,0,9
840,2519,0,870,0,9
841,2520,0,871,0,9
842,2521,0,872,0,9
843,2522,0,873,0,9
844,2523,0,874,0,9
845,2524,0,875,0,9
846,2525,0,876,0,9
847,2526,0,877,0,9
848,2527,0,878,0,9
849,2528,0,698,0,9
850,2529,0,879,0,9
851,2530,0,880,0,9
852,2531,0,881,0,9
853,2532,0,882,0,9
854,2533,0,883,0,9
855,2534,0,884,0,9
856,2535,0,885,0,9
857,2545,0,886,0,5
858,2546,0,887,0,9
859,2547,0,375,0,9
860,2549,0,888,0,4
861,2550,0,862,0,9
862,2551,0,889,0,9
863,2552,0,867,0,9
864,2557,0,890,0,9
865,2558,0,891,0,9
866,2559,0,892,0,9
867,2562,0,893,0,9
868,2564,0,894,0,4
869,2565,0,895,0,4
870,2566,0,896,0,4
871,2567,0,897,0,4
872,2568,0,898,0,9
873,2569,0,899,0,8
874,2570,0,412,0,9
875,2571,0,900,0,9
876,2572,0,901,0,8
877,2575,0,902,0,2
878,2576,0,903,0,8
879,2577,0,904,0,8
880,2578,0,905,0,8
881,2579,0,906,0,8
882,2580,0,517,0,8
883,2582,0,907,0,8
884,2583,0,908,0,8
885,2584,0,909,0,9
886,2585,0,910,0,8
887,2586,0,911,0,9
888,2587,0,912,0,8
889,2612,0,913,0,9
890,2613,0,914,0,9
891,2614,0,915,0,9
892,2615,0,916,0,9
893,2616,0,917,0,9
894,2617,0,918,0,9
895,2618,0,919,0,9
896,2620,0,920,0,4
897,2621,0,921,0,4
898,2622,0,922,0,4
899,2623,0,923,0,4
900,2624,0,7483,0,4
901,2632,0,925,0,4
902,2635,0,494,0,9
903,2642,0,495,0,9
904,2643,0,496,0,9
905,2644,0,926,0,9
906,2645,0,498,0,9
907,2646,0,499,0,9
908,2648,0,500,0,9
909,2649,0,494,0,9
910,2650,0,495,0,9
911,2651,0,496,0,9
912,2652,0,927,0,9
913,2653,0,498,0,9
914,2654,0,499,0,9
915,2656,0,500,0,9
916,2664,0,928,0,4
917,2690,0,929,0,9
918,2691,0,495,0,9
919,2694,0,930,0,5
920,2695,0,395,0,9
921,2703,0,931,0,9
922,2704,0,932,0,9
923,2705,0,933,0,9
924,2706,0,934,0,9
925,2707,0,935,0,9
926,2708,0,936,0,9
927,2709,0,937,0,9
928,2710,0,893,0,9
929,2711,0,223,0,9
930,2714,0,938,0,9
931,2715,0,939,0,9
932,2716,0,940,0,9
933,2717,0,941,0,9
934,2718,0,942,0,9
935,2721,0,943,0,4
936,2754,0,944,0,9
937,2763,0,688,0,9
938,2764,0,579,0,9
939,2765,0,945,0,9
940,2766,0,946,0,9
941,2773,0,947,0,9
942,2774,0,948,0,9
943,2777,0,949,0,9
944,2778,0,948,0,9
945,2780,0,950,0,9
946,2781,0,951,0,9
947,2782,0,952,0,9
948,2783,0,953,0,9
949,2785,0,954,0,9
950,2786,0,955,0,9
951,2787,0,956,0,9
952,2800,0,957,0,4
953,2801,0,958,0,4
954,2805,0,959,0,5
955,2807,0,960,0,4
956,2809,0,578,0,9
957,2810,0,961,0,9
958,2813,0,962,0,9
959,2815,0,963,0,4
960,2816,0,964,0,4
961,2817,0,965,0,9
962,2818,0,966,0,5
963,2819,0,967,0,4
964,2821,0,968,0,4
965,2822,0,969,0,5
966,2823,0,970,0,4
967,2824,0,971,0,4
968,2825,0,972,0,4
969,2827,0,629,0,9
970,2844,0,297,0,9
971,2845,0,973,0,9
972,2847,0,974,0,9
973,2848,0,975,0,8
974,2849,0,976,0,8
975,2850,0,389,0,8
976,2851,0,977,0,9
977,2852,0,978,0,9
978,2853,0,979,0,9
979,2854,0,980,0,8
980,2857,0,981,0,8
981,2864,0,982,0,8
982,2865,0,983,0,8
983,2866,0,984,0,8
984,2867,0,979,0,8
985,2868,0,985,0,8
986,2869,0,986,0,8
987,2870,0,987,0,8
988,2877,0,988,0,4
989,2878,0,989,0,4
990,2879,0,990,0,4
991,2884,0,991,0,9
992,2898,0,992,0,9
993,2899,0,993,0,4
994,2900,0,994,0,9
995,2901,0,218,0,9
996,2902,0,995,0,5
997,2903,0,996,0,5
998,2904,0,997,0,5
999,2905,0,998,0,9
1000,2906,0,886,0,5
1001,2907,0,999,0,5
1002,2908,0,1000,0,5
1003,2910,0,1001,0,5
1004,2911,0,1002,0,4
1005,2912,0,1003,0,4
1006,2913,0,1004,0,5
1007,2915,0,1005,0,4
1008,2916,0,1006,0,5
1009,2941,0,1007,0,4
1010,2942,0,1008,0,4
1011,2943,0,1009,0,5
1012,2944,0,1010,0,5
1013,2949,0,1011,0,5
1014,2950,0,1012,0,5
1015,2953,0,1013,0,5
1016,2954,0,1014,0,5
1017,2955,0,1015,0,4
1018,2957,0,1016,0,4
1019,2958,0,1017,0,4
1020,2959,0,1018,0,9
1021,2960,0,1019,0,9
1022,2961,0,1020,0,4
1023,2962,0,1021,0,4
1024,2963,0,1022,0,9
1025,2964,0,1023,0,9
1026,2965,0,1024,0,4
1027,2966,0,1025,0,4
1028,2967,0,1026,0,9
1029,2968,0,1027,0,9
1030,2969,0,1028,0,4
1031,2970,0,1029,0,4
1032,2971,0,1030,0,9
1033,2972,0,1031,0,9
1034,2973,0,1032,0,4
1035,2974,0,1033,0,4
1036,2975,0,1034,0,9
1037,2976,0,1035,0,4
1038,2977,0,292,0,4
1039,2978,0,710,0,5
1040,2979,0,815,0,9
1041,2980,0,1036,0,4
1042,2981,0,1037,0,4
1043,2982,0,1038,0,4
1044,2983,0,1039,0,4
1045,2984,0,1040,0,4
1046,2985,0,1041,0,4
1047,2986,0,1042,0,4
1048,2987,0,1043,0,4
1049,2988,0,1044,0,4
1050,2989,0,1045,0,4
1051,2990,0,1046,0,4
1052,2991,0,1047,0,4
1053,2992,0,1048,0,4
1054,3000,0,1049,0,4
1055,3008,0,537,0,9
1056,3011,0,1050,0,4
1057,3018,0,1051,0,4
1058,3019,0,1052,0,4
1059,3020,0,1053,0,4
1060,3021,0,1054,0,4
1061,3022,0,1055,0,4
1062,3023,0,1056,0,9
1063,3024,0,1057,0,9
1064,3025,0,1058,0,9
1065,3026,0,1059,0,9
1066,3027,0,1060,0,9
1067,3028,0,862,0,9
1068,3030,0,869,0,9
1069,3033,0,870,0,9
1070,3036,0,1061,0,4
1071,3037,0,1062,0,4
1072,3039,0,1063,0,4
1073,3040,0,1064,0,4
1074,3041,0,1065,0,4
1075,3042,0,1066,0,4
1076,3045,0,1067,0,4
1077,3047,0,1068,0,4
1078,3048,0,1069,0,4
1079,3049,0,1070,0,4
1080,3053,0,1071,0,4
1081,3055,0,1072,0,4
